PH-121,HS-101,CY-105,HS-105/12,MT-111,CS-105,CS-106,EL-102,EE-119,ME-107,CS-107,HS-205/20,MT-222,EE-222,MT-224,CS-210,CS-211,CS-203,CS-214,EE-217,CS-212,CS-215,MT-331,EF-303,HS-304,CS-301,CS-302,TC-383,EL-332,CS-318,CS-306,CS-312,CS-317,CGPA
4.0,2.4,3.7,3.7,3.7,4.0,3.0,2.7,2.4,3.0,2.7,1.7,2.0,2.0,2.4,3.4,1.7,2.0,2.0,2.7,2.7,1.7,1.4,2.0,3.4,1.7,3.0,1.7,2.7,2.7,3.7,1.7,1.7,2.608
3.7,3.7,3.7,4.0,3.7,3.7,3.4,1.7,2.7,2.4,4.0,2.4,1.4,4.0,2.0,2.7,1.7,2.4,3.0,3.7,2.7,2.7,2.0,3.0,3.7,2.7,3.0,2.4,3.0,3.4,3.7,2.4,2.4,3.019
4.0,3.7,4.0,4.0,4.0,4.0,4.0,2.7,3.4,4.0,4.0,3.7,3.7,4.0,4.0,4.0,2.4,4.0,4.0,4.0,4.0,3.7,2.7,3.0,3.7,4.0,3.7,3.0,3.7,4.0,3.7,3.0,3.7,3.623
4.0,2.0,4.0,4.0,2.7,4.0,3.7,3.0,3.0,2.7,4.0,3.7,4.0,4.0,3.7,3.0,2.4,2.7,2.0,4.0,3.7,3.0,3.4,3.7,3.4,3.4,3.4,4.0,3.7,3.0,3.7,2.4,3.7,3.373
4.0,3.7,3.7,4.0,3.0,3.7,3.7,3.0,3.7,3.4,4.0,3.7,3.4,4.0,3.7,3.7,2.4,3.0,2.4,3.7,3.7,3.4,3.7,1.4,3.7,2.4,3.7,1.7,2.0,3.7,2.0,4.0,2.7,3.164
4.0,2.0,3.7,4.0,2.4,3.7,2.0,1.7,3.0,1.7,4.0,2.7,2.4,3.7,1.4,2.4,1.7,2.0,2.0,3.0,2.4,1.7,1.7,2.0,2.0,1.0,2.4,1.7,2.0,2.4,3.4,1.0,1.4,2.347
3.0,1.7,3.0,4.0,2.0,4.0,3.4,2.7,2.7,2.7,4.0,3.7,3.0,4.0,2.4,3.4,2.0,2.7,3.0,3.0,1.7,3.7,2.7,1.7,2.4,2.7,3.4,3.7,3.4,3.0,3.7,3.0,2.0,3.094
4.0,4.0,3.7,4.0,3.4,4.0,3.7,2.7,3.7,3.7,4.0,3.4,4.0,4.0,3.7,3.7,2.4,3.4,3.4,3.7,3.7,3.4,3.4,3.0,2.7,3.7,3.4,4.0,3.7,3.7,4.0,3.0,4.0,3.597
4.0,3.7,4.0,4.0,3.7,3.7,3.7,3.4,3.7,3.4,4.0,4.0,4.0,4.0,4.0,4.0,2.7,3.7,4.0,3.7,4.0,4.0,4.0,3.4,3.7,4.0,4.0,4.0,3.7,3.7,4.0,3.7,3.7,3.809
3.4,2.4,3.7,4.0,3.0,3.7,2.7,2.7,2.0,2.7,3.7,1.7,3.7,3.4,3.0,2.7,1.4,2.0,2.0,3.7,2.7,3.0,3.7,2.0,3.7,1.7,3.4,2.4,2.0,3.0,3.4,1.4,2.4,2.857
1.0,1.0,1.0,1.4,1.4,3.4,1.0,1.0,1.7,1.0,1.4,1.0,1.4,1.7,1.0,1.4,2.0,1.0,1.7,1.0,1.4,2.7,4.0,1.4,1.0,1.4,1.4,3.0,1.7,1.7,2.0,1.7,1.7,1.719
4.0,2.7,3.4,4.0,2.0,3.7,4.0,2.7,3.0,3.4,4.0,3.7,4.0,4.0,4.0,4.0,3.7,3.7,4.0,3.7,3.7,4.0,3.7,3.0,2.7,3.7,3.7,4.0,4.0,3.7,4.0,3.4,3.4,3.645
3.4,3.7,3.4,3.7,3.4,3.7,2.4,3.0,2.0,2.4,4.0,3.0,1.4,4.0,1.7,2.7,1.4,2.0,1.7,3.4,2.0,1.7,1.0,2.7,1.7,2.0,2.4,3.0,2.7,3.4,3.7,1.7,2.4,2.717
4.0,3.4,4.0,4.0,2.7,3.7,3.7,3.0,3.4,3.7,4.0,3.7,3.7,3.7,3.7,3.4,2.0,2.4,3.0,3.7,2.7,3.0,1.7,2.7,3.7,3.0,3.4,3.4,3.4,3.7,3.7,1.7,3.0,3.345
2.7,2.7,3.0,1.0,1.4,3.4,2.4,1.7,2.0,1.0,3.4,2.7,1.0,3.4,1.0,1.7,2.7,1.7,1.4,1.7,1.4,1.4,3.7,2.0,3.0,1.0,2.7,1.7,2.0,2.4,3.4,1.4,1.4,2.129
3.7,3.4,4.0,4.0,3.7,3.7,4.0,3.4,2.4,4.0,4.0,3.4,3.7,4.0,2.0,3.4,1.7,3.0,2.7,3.7,3.7,2.7,3.0,2.4,3.7,2.4,3.7,2.4,2.7,3.4,3.4,1.7,2.7,3.075
2.7,3.7,3.7,4.0,2.0,3.7,3.7,3.7,2.4,2.0,3.7,3.7,3.7,3.7,3.4,2.7,2.4,1.7,3.4,3.7,2.4,2.0,2.7,1.4,3.7,2.7,3.4,2.4,2.4,3.4,3.4,2.7,2.7,2.931
1.4,2.0,2.4,1.0,1.0,3.4,1.7,1.7,3.7,1.4,2.4,1.4,1.0,2.0,1.0,1.0,1.7,1.4,1.7,1.4,2.0,1.0,2.7,1.0,2.4,1.0,2.4,1.4,1.4,2.0,2.0,1.4,1.7,1.909
2.7,2.7,3.7,3.7,3.0,3.7,3.7,3.7,3.4,1.7,4.0,4.0,3.4,4.0,1.7,2.7,2.0,2.7,2.7,3.7,1.7,3.4,1.4,2.0,3.7,2.7,3.4,3.4,2.4,3.7,3.7,2.0,2.7,2.942
4.0,2.7,3.7,4.0,3.7,4.0,4.0,3.0,3.7,2.7,4.0,3.7,3.0,4.0,3.7,3.0,1.4,2.7,2.4,3.7,2.7,3.7,2.7,2.4,3.7,3.0,3.7,3.4,3.7,3.7,4.0,2.0,3.7,3.325
2.4,3.7,3.7,4.0,2.0,4.0,3.0,3.4,3.0,2.0,4.0,3.7,3.7,4.0,2.7,2.0,1.4,1.7,2.7,2.7,2.7,2.4,3.7,2.0,3.7,2.7,3.7,2.4,2.4,3.7,3.4,2.0,3.0,3.023
1.7,1.7,3.4,1.4,1.4,3.4,1.7,1.7,3.0,1.4,3.4,2.7,1.0,2.7,1.7,1.7,1.4,1.0,1.4,2.7,1.4,1.4,3.7,2.0,3.7,1.0,3.0,1.4,2.4,3.0,2.4,2.0,3.0,2.212
3.0,3.7,3.7,3.4,1.7,3.4,3.0,3.4,3.7,1.4,3.7,2.4,2.4,3.7,1.7,1.7,1.4,1.0,1.7,3.4,1.4,1.7,3.7,1.7,3.7,1.7,3.0,2.4,2.4,3.7,2.7,1.7,1.4,2.621
3.7,2.7,3.4,1.7,3.7,3.7,3.0,3.7,2.7,1.4,3.7,3.4,3.0,4.0,2.0,2.4,1.0,2.7,2.7,3.0,2.0,2.4,1.7,2.0,3.7,3.0,3.0,3.0,3.7,3.0,2.7,1.7,2.7,2.76
3.7,3.7,3.7,3.0,3.7,4.0,3.0,3.7,2.7,1.7,3.7,4.0,1.4,4.0,2.4,3.7,3.7,3.4,3.4,3.7,3.4,3.4,4.0,2.7,3.7,2.4,3.7,3.4,2.7,3.7,3.7,2.7,3.7,3.229
4.0,3.4,3.7,2.7,3.7,4.0,3.0,2.7,3.4,1.7,4.0,3.7,3.7,4.0,1.7,3.7,2.4,2.4,3.0,3.7,3.0,2.4,1.4,3.0,3.7,3.4,3.7,3.7,3.7,3.4,3.7,3.0,3.7,3.269
4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.7,3.7,3.4,4.0,3.7,3.7,4.0,3.7,3.7,2.0,3.4,3.7,3.7,3.7,3.7,2.7,2.0,3.7,4.0,3.7,3.7,3.7,3.7,4.0,2.7,3.7,3.664
3.0,3.0,3.7,4.0,3.0,3.7,3.0,1.4,3.4,1.0,3.4,3.0,1.7,3.7,1.7,2.7,2.4,2.4,3.7,3.4,2.7,2.4,1.0,1.7,3.7,2.7,3.0,1.0,2.0,3.4,3.0,1.7,2.0,2.756
2.7,2.7,2.7,3.4,2.0,2.7,3.0,2.0,2.4,1.0,3.7,2.0,3.0,3.7,1.4,3.4,1.0,1.0,2.0,2.7,2.7,2.7,2.7,2.4,3.4,3.4,3.7,3.7,3.4,2.7,3.7,2.0,2.7,2.895
2.7,3.0,2.0,3.7,1.7,4.0,3.7,2.7,3.0,1.0,3.7,2.7,3.4,3.7,2.0,1.7,1.4,1.7,3.4,3.0,1.4,2.0,2.0,1.4,3.7,1.7,2.7,2.0,2.0,3.0,2.7,1.7,2.0,2.644
3.7,3.7,3.4,2.0,3.0,3.7,1.7,3.7,3.7,1.0,3.0,2.0,1.4,2.0,1.4,2.0,2.4,2.4,1.4,3.0,1.4,1.4,3.7,1.4,3.4,1.7,2.4,1.4,2.0,2.7,2.7,2.7,2.4,2.462
3.7,2.7,3.4,1.4,1.7,3.7,2.4,3.7,2.4,2.7,3.0,3.4,1.4,3.7,2.0,3.0,1.4,1.4,1.7,3.7,2.0,2.4,1.7,1.4,3.7,2.7,3.4,2.4,2.7,3.4,3.4,1.7,2.4,2.701
3.7,4.0,3.7,3.7,3.7,4.0,3.7,3.7,3.7,3.7,3.7,3.7,3.4,4.0,3.7,4.0,3.7,3.7,4.0,3.7,4.0,4.0,3.4,2.4,4.0,3.7,4.0,3.7,3.7,3.7,3.7,3.7,3.7,3.727
3.7,3.4,3.7,3.4,2.7,4.0,1.7,3.4,3.7,1.0,4.0,3.7,3.7,3.7,1.7,3.7,2.0,2.0,2.0,3.7,1.7,2.7,1.7,2.0,3.7,2.4,3.4,3.0,3.0,3.7,3.7,1.7,2.4,3.042
4.0,4.0,4.0,4.0,4.0,4.0,3.7,3.7,3.7,3.7,4.0,4.0,4.0,3.7,4.0,2.7,4.0,3.7,4.0,3.7,3.7,2.4,3.4,3.4,3.7,4.0,4.0,3.7,3.7,3.7,4.0,3.7,4.0,3.754
4.0,3.7,4.0,4.0,4.0,4.0,3.7,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,3.7,4.0,4.0,4.0,3.7,3.7,3.0,3.7,4.0,4.0,4.0,3.7,3.7,4.0,3.7,3.7,3.769
3.7,2.7,3.4,4.0,3.4,3.7,3.7,3.7,2.7,3.0,4.0,3.0,2.7,3.7,2.0,3.7,1.4,3.0,2.7,3.7,2.0,2.4,1.4,2.4,3.0,2.7,3.0,1.7,3.0,3.0,3.0,2.4,2.7,2.948
1.4,3.0,2.7,2.7,1.7,4.0,2.4,1.7,2.0,1.0,4.0,2.4,1.0,2.7,1.4,1.7,3.4,1.4,1.7,3.4,1.7,1.7,3.0,1.4,3.7,1.4,2.4,1.4,1.7,2.7,3.0,1.0,1.0,2.206
4.0,3.7,3.7,3.7,4.0,4.0,3.7,3.7,3.4,3.4,4.0,3.4,3.7,3.7,1.7,3.7,2.7,2.7,3.4,3.4,4.0,2.0,3.7,2.4,3.7,3.0,3.7,3.7,3.7,3.4,3.7,3.0,3.7,3.353
4.0,3.4,4.0,4.0,3.7,4.0,3.7,4.0,3.7,4.0,4.0,4.0,4.0,4.0,3.7,4.0,3.7,3.7,3.7,4.0,3.7,4.0,2.0,3.0,3.0,4.0,3.7,4.0,3.7,3.7,3.7,3.0,3.7,3.573
4.0,3.7,4.0,4.0,3.4,4.0,3.0,2.7,3.7,2.0,4.0,3.0,3.4,4.0,1.7,3.7,2.0,1.7,2.7,3.4,3.0,3.0,1.0,2.7,3.7,3.4,3.7,4.0,2.7,3.0,3.7,2.4,4.0,3.267
3.7,2.0,4.0,2.7,2.7,4.0,3.0,3.7,2.4,1.7,4.0,3.0,3.7,3.7,2.4,2.7,1.4,1.4,2.0,2.7,1.7,2.0,2.0,2.4,3.7,3.0,3.0,3.7,2.7,2.7,3.0,1.4,2.7,2.756
3.7,2.7,3.7,4.0,2.7,3.4,3.7,3.0,3.4,1.0,4.0,1.7,2.7,3.7,1.7,1.7,1.4,1.4,1.4,3.7,1.7,1.7,1.4,2.4,3.7,1.4,2.7,3.0,2.7,2.7,2.7,1.7,1.7,2.595
4.0,3.7,3.7,4.0,3.7,4.0,3.7,3.4,3.7,3.4,4.0,3.7,3.7,4.0,4.0,3.7,2.4,3.0,3.7,3.7,3.4,3.7,2.7,2.4,3.7,3.7,3.7,3.7,3.7,3.7,4.0,2.7,3.4,3.593
4.0,3.7,3.7,4.0,3.4,3.7,3.4,3.4,3.7,2.4,4.0,3.4,3.7,3.4,1.7,3.4,2.0,2.4,2.7,2.7,2.4,2.7,3.0,2.4,3.7,3.4,3.7,3.7,3.7,2.7,3.7,2.7,3.7,3.271
3.0,2.7,3.7,2.0,3.4,4.0,2.7,2.4,2.7,2.0,3.7,3.0,2.0,3.4,1.4,2.7,1.7,2.7,2.4,2.7,1.7,1.7,3.7,1.7,3.4,2.0,3.0,2.0,3.0,2.4,2.7,1.7,2.0,2.605
3.7,2.7,3.7,4.0,2.7,3.7,1.7,3.7,3.7,2.7,3.7,2.7,3.7,3.7,2.4,3.7,1.4,2.4,2.0,3.7,2.0,3.0,1.4,2.0,3.0,2.7,2.7,2.7,2.7,3.7,3.7,2.0,3.4,3.058
3.7,3.4,3.7,3.4,2.7,3.7,2.7,3.0,3.4,1.4,3.7,3.4,2.7,3.4,1.7,3.4,1.4,1.7,2.7,3.7,1.7,1.7,2.0,1.7,3.7,1.7,3.0,1.7,2.7,3.0,2.7,1.4,2.0,2.687
4.0,3.7,4.0,4.0,3.7,3.7,3.7,3.4,3.7,2.7,4.0,3.7,4.0,4.0,3.7,3.4,3.4,2.4,3.0,3.7,3.7,3.0,4.0,2.4,3.7,2.7,3.7,4.0,2.7,3.4,3.7,3.7,3.0,3.432
3.7,3.7,3.7,2.7,2.7,3.4,3.0,2.7,2.0,1.0,4.0,3.4,2.4,3.7,1.4,3.0,2.0,1.7,1.7,2.7,2.0,2.4,3.7,2.0,3.7,2.7,3.4,3.4,2.4,2.7,3.4,2.0,2.7,2.785
4.0,3.7,3.7,3.7,3.7,4.0,3.7,3.7,2.7,4.0,3.7,1.7,3.7,4.0,2.4,4.0,2.7,3.4,3.7,3.7,3.7,3.4,2.7,2.7,3.7,2.7,3.7,3.7,3.4,3.4,3.0,3.0,3.0,3.328
3.4,3.7,3.7,3.0,2.7,4.0,2.7,2.0,3.0,1.4,4.0,2.7,2.4,4.0,1.4,3.0,1.7,2.4,2.0,3.0,2.0,2.4,2.4,2.4,3.7,1.7,2.7,3.0,2.4,2.7,3.7,2.0,2.0,2.756
3.4,3.4,3.0,3.0,3.0,3.7,3.0,3.7,3.0,2.4,4.0,2.4,2.7,3.4,3.7,3.0,2.0,2.4,2.7,3.7,2.4,2.4,2.7,2.7,3.7,3.0,3.7,3.4,3.7,3.4,2.7,2.4,2.4,3.043
2.7,4.0,3.4,4.0,3.7,4.0,2.4,2.7,2.4,1.0,2.7,2.7,4.0,3.7,1.0,3.0,2.4,1.4,2.7,2.4,2.0,2.7,1.7,1.7,3.0,1.4,3.0,1.4,2.0,3.4,2.7,1.7,2.4,2.44
4.0,3.0,4.0,4.0,3.7,3.7,3.4,3.7,3.4,3.7,4.0,3.7,3.7,3.7,3.7,3.7,2.4,4.0,3.0,4.0,3.7,3.4,3.0,2.4,3.7,3.7,4.0,3.0,3.0,3.7,4.0,2.7,4.0,3.512
1.7,1.0,1.4,2.0,1.0,3.7,1.0,1.0,2.0,1.4,1.4,2.4,2.4,1.4,2.4,1.0,2.4,1.4,1.0,1.7,1.7,3.0,1.7,1.7,2.7,1.0,1.4,2.7,1.4,1.7,1.4,1.0,1.7,1.764
2.7,1.7,3.0,2.7,1.7,3.7,2.4,3.4,2.7,1.0,3.7,2.7,3.4,3.4,2.0,2.4,1.7,1.7,1.4,3.4,2.0,2.4,3.7,3.0,3.7,1.7,2.7,2.7,2.0,3.4,2.7,1.7,2.0,2.605
2.7,3.0,3.4,3.0,1.4,3.7,1.7,3.4,2.0,1.4,3.4,3.4,1.7,3.0,1.7,2.4,1.4,1.4,1.4,2.4,1.4,1.7,3.0,1.4,3.7,1.7,2.0,2.7,2.0,2.7,3.0,1.4,1.4,2.311
3.7,2.4,3.7,4.0,3.4,4.0,3.7,3.7,3.7,3.4,4.0,3.4,3.7,3.7,3.7,3.7,1.7,2.7,4.0,4.0,2.7,3.7,2.7,2.7,3.4,3.7,3.7,3.4,3.4,3.7,4.0,3.7,4.0,3.479
3.7,3.0,3.7,4.0,3.4,4.0,4.0,3.7,3.7,3.0,4.0,3.7,2.7,4.0,2.4,3.4,3.0,3.0,3.0,3.7,2.7,3.4,3.4,2.0,3.7,3.7,3.4,3.7,2.7,3.7,4.0,3.4,2.7,3.447
4.0,3.7,4.0,4.0,4.0,4.0,4.0,3.7,3.7,3.0,4.0,3.7,3.7,4.0,3.7,4.0,2.7,2.7,3.7,3.7,3.7,4.0,3.7,3.0,4.0,4.0,4.0,4.0,4.0,3.4,4.0,3.7,4.0,3.751
3.4,1.4,1.7,3.4,2.7,4.0,2.7,2.7,3.0,2.4,4.0,1.7,2.4,3.4,1.4,3.0,1.4,2.4,2.0,2.7,1.7,2.0,1.0,2.7,3.0,1.7,2.4,1.4,3.0,3.0,3.7,1.4,1.4,2.484
3.7,3.0,3.4,3.7,3.7,4.0,3.0,3.0,2.7,3.7,2.7,3.4,1.7,3.7,1.4,2.7,2.0,3.7,2.4,1.4,2.4,1.7,3.7,1.7,3.7,1.7,2.7,1.7,3.7,2.0,2.7,1.4,2.0,2.704
2.7,2.7,2.7,4.0,1.7,3.7,3.4,2.4,3.4,1.7,3.4,1.4,3.0,3.7,3.7,1.7,1.4,1.4,2.4,3.0,1.4,3.0,3.7,2.0,3.7,2.7,2.7,3.4,3.7,3.7,2.7,2.4,2.7,2.806
4.0,1.7,3.7,4.0,3.7,4.0,4.0,4.0,3.7,3.7,4.0,3.7,4.0,4.0,4.0,4.0,3.7,3.7,3.7,3.7,3.7,4.0,3.7,2.4,3.7,4.0,4.0,4.0,3.7,3.7,4.0,3.7,4.0,3.755
3.7,3.7,3.7,3.0,3.4,3.7,3.7,3.7,3.0,2.4,4.0,2.7,3.4,4.0,2.4,3.7,1.7,3.0,2.4,3.4,2.7,2.7,1.4,2.0,3.0,2.0,2.7,3.4,2.7,2.7,2.7,2.7,1.4,2.925
3.7,3.7,4.0,3.4,2.7,4.0,3.7,3.0,2.0,2.0,4.0,3.7,2.4,4.0,3.4,4.0,1.4,3.7,3.7,2.7,3.7,3.7,3.7,3.0,3.7,3.7,4.0,4.0,4.0,3.7,4.0,4.0,3.7,3.54
3.7,2.4,3.7,3.7,2.0,3.0,2.4,3.7,3.0,1.0,3.7,3.4,1.4,4.0,1.7,1.7,1.4,1.0,1.4,3.0,1.4,1.4,1.4,1.7,3.7,1.4,2.0,2.0,2.7,2.7,3.0,1.7,1.4,2.388
4.0,3.7,3.4,3.7,3.7,3.7,3.4,3.7,3.7,2.0,4.0,3.7,3.7,4.0,3.7,3.7,2.0,3.7,3.7,3.7,3.7,3.0,3.0,3.7,3.4,3.7,3.7,3.7,3.4,3.7,3.7,3.7,3.0,3.473
3.4,3.7,3.4,3.0,3.0,3.7,3.4,3.7,3.0,1.0,3.7,3.7,3.0,3.7,1.7,2.4,1.4,1.7,3.7,3.4,2.7,2.7,2.7,1.7,3.0,2.4,3.4,2.0,3.4,3.4,2.4,2.4,2.4,2.845
4.0,3.0,3.7,3.7,3.7,4.0,3.7,3.4,3.7,3.7,4.0,4.0,3.0,4.0,2.7,3.7,1.4,3.7,3.7,3.7,3.7,3.4,3.7,2.4,3.7,3.7,3.7,3.7,3.7,3.7,4.0,3.4,3.4,3.555
3.4,4.0,4.0,2.7,3.4,3.7,3.0,2.4,1.7,1.0,3.7,3.0,1.0,4.0,3.0,3.0,1.4,1.0,1.4,1.7,1.7,3.0,1.4,2.7,3.7,3.4,4.0,2.0,3.0,4.0,3.4,2.4,4.0,2.854
2.7,2.7,3.7,3.0,3.4,3.7,2.7,1.7,2.7,2.7,3.0,2.7,3.0,4.0,2.4,3.4,2.4,3.0,3.7,3.0,2.4,3.4,3.0,2.4,2.7,3.0,3.7,2.7,3.0,3.4,3.4,2.4,3.0,3.055
2.7,3.0,2.7,2.7,1.7,3.7,2.7,1.4,3.0,1.4,2.7,3.0,2.4,3.7,1.0,2.0,1.0,1.7,1.4,2.7,1.4,2.0,1.0,2.4,3.4,2.0,3.0,2.0,2.0,2.7,2.7,1.4,2.7,2.391
3.4,3.0,3.4,3.0,2.4,3.4,1.7,1.4,3.4,1.7,3.0,2.7,4.0,3.4,2.4,3.4,2.0,1.0,1.7,2.7,1.4,2.4,2.4,2.0,2.0,2.4,3.0,3.7,1.7,3.0,3.7,2.0,2.7,2.619
2.7,3.4,3.0,1.4,1.7,3.4,1.7,1.0,1.4,1.0,2.7,1.4,1.0,1.7,1.0,1.4,1.4,1.4,1.4,1.7,2.0,3.7,3.7,1.7,2.7,1.0,2.4,1.4,1.7,2.0,1.4,1.7,1.4,1.905
1.0,2.4,2.7,1.0,1.7,3.4,1.4,1.7,1.4,1.0,1.7,2.4,1.4,1.7,1.7,2.0,2.4,1.4,2.4,1.4,1.0,2.7,2.7,1.4,1.7,1.0,2.4,2.7,1.4,2.7,1.7,3.0,2.7,2.009
3.4,1.4,1.4,3.0,1.4,4.0,3.7,3.0,2.4,1.7,3.7,3.0,3.4,3.7,2.7,3.4,1.7,1.7,1.4,3.7,2.0,2.7,3.7,2.0,3.4,2.7,2.7,3.0,2.4,2.4,3.0,2.0,2.7,2.705
2.4,3.7,3.0,2.4,2.7,3.4,1.7,1.0,2.4,2.7,3.4,3.0,1.4,2.4,1.4,2.7,1.4,2.7,1.7,2.4,1.7,1.4,3.7,1.7,2.0,2.4,2.4,4.0,1.4,2.4,2.7,1.7,2.4,2.408
2.4,1.7,3.4,2.4,1.4,3.7,2.4,2.0,2.7,1.0,3.7,2.4,1.7,3.7,2.0,2.0,1.0,1.0,1.4,2.4,1.4,2.4,1.0,1.7,3.0,2.0,2.7,2.0,1.7,3.4,2.4,1.7,1.7,2.298
4.0,3.7,3.7,4.0,3.7,4.0,2.4,4.0,3.7,3.0,4.0,4.0,3.0,4.0,3.7,3.7,3.7,2.0,4.0,2.7,4.0,3.7,4.0,2.4,3.7,4.0,3.7,3.7,3.7,3.0,3.7,3.7,3.7,3.521
0.0,1.4,0.0,0.0,0.0,1.0,2.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,1.092
2.7,2.4,1.4,1.0,3.7,2.7,3.0,3.4,2.4,1.0,1.7,3.7,2.4,2.7,3.0,1.0,2.0,1.4,2.7,1.0,1.7,1.7,0.0,2.4,2.4,2.4,2.4,2.4,1.0,1.4,2.4,0.0,2.4,2.086
1.4,1.0,1.7,1.0,1.7,2.0,3.4,1.4,1.7,1.4,1.0,2.7,1.0,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.4,2.0,2.4,1.7,1.0,1.0,2.0,1.0,1.4,1.7,1.0,1.4,1.7,2.086
3.7,3.7,4.0,4.0,4.0,4.0,3.7,4.0,3.7,4.0,4.0,4.0,4.0,3.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.919
3.4,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.972
3.0,3.7,4.0,4.0,4.0,3.7,3.7,4.0,4.0,4.0,4.0,3.7,3.7,3.7,4.0,3.7,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.7,4.0,4.0,4.0,3.7,4.0,4.0,3.856
3.4,3.0,4.0,3.4,3.7,4.0,3.4,3.4,3.4,4.0,4.0,4.0,3.7,3.0,4.0,4.0,4.0,3.4,4.0,4.0,3.7,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.4,3.772
1.0,1.7,1.0,2.0,1.0,1.0,2.7,0.0,1.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0,1.4,2.4,2.4,1.0,0.0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,0.998
2.7,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,3.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.943
3.0,2.0,3.0,2.4,3.4,3.0,3.0,3.4,3.4,3.0,3.0,4.0,2.7,3.0,3.7,2.4,3.0,2.0,2.7,3.7,3.7,3.4,3.0,2.7,2.0,3.4,3.0,3.0,3.7,2.0,3.0,4.0,3.0,3.071
3.0,2.7,4.0,3.4,4.0,3.0,3.4,4.0,3.4,2.0,3.4,4.0,4.0,3.7,4.0,4.0,3.4,3.0,3.7,4.0,3.0,3.7,3.7,3.4,3.0,3.7,4.0,3.7,3.4,3.0,4.0,4.0,4.0,3.605
3.7,2.4,4.0,3.7,4.0,3.7,3.7,4.0,3.7,3.0,3.4,4.0,3.4,4.0,4.0,3.7,3.4,3.0,3.7,4.0,3.0,3.7,4.0,3.4,3.4,3.7,4.0,4.0,3.7,3.0,3.7,4.0,4.0,3.653
1.0,1.4,1.0,2.0,1.7,1.4,3.0,1.7,2.0,1.7,1.4,2.0,3.0,2.0,1.4,2.0,2.4,2.4,2.0,2.0,1.7,1.7,3.0,2.4,2.4,1.7,3.4,1.4,0.0,0.0,1.0,1.0,0.0,1.876
2.4,3.0,4.0,3.7,4.0,3.0,3.7,4.0,2.7,3.0,3.7,4.0,3.4,4.0,4.0,4.0,3.7,3.0,3.4,4.0,2.7,3.0,3.7,3.4,3.7,4.0,4.0,4.0,3.4,3.4,4.0,4.0,4.0,3.668
1.4,2.0,2.7,2.7,3.4,2.4,3.4,2.7,1.7,2.0,2.7,3.4,1.7,1.4,3.4,3.4,2.4,1.7,3.0,4.0,2.4,2.7,2.7,2.7,2.0,2.7,3.7,3.0,3.4,2.0,3.4,4.0,3.4,2.791
1.0,3.4,1.0,1.7,1.7,4.0,3.4,1.0,1.4,2.0,2.4,3.0,1.0,1.0,2.4,1.0,2.4,3.0,2.0,1.4,2.4,1.0,1.7,2.0,2.7,1.4,1.0,3.4,1.7,2.7,1.4,4.0,1.0,1.919
2.0,1.7,3.0,1.7,3.4,3.0,3.4,2.7,2.4,2.0,2.4,3.7,1.4,1.0,3.0,2.4,2.7,3.0,1.7,3.4,2.7,1.7,4.0,3.0,1.7,3.7,3.0,3.7,2.7,1.0,3.0,4.0,2.7,2.775
3.0,3.0,3.7,2.0,3.0,2.7,3.0,3.7,3.4,3.4,3.4,4.0,1.0,2.7,2.7,2.0,2.4,3.0,2.0,2.7,3.7,2.0,3.0,3.0,2.0,3.0,2.4,2.0,2.4,3.0,1.4,3.7,1.4,2.654
2.0,3.4,3.7,2.7,3.4,2.4,2.7,4.0,3.0,2.7,3.0,3.0,3.0,3.7,4.0,3.4,3.7,3.4,3.7,4.0,3.4,3.7,3.7,3.0,3.0,3.7,3.0,4.0,3.7,3.4,3.4,4.0,3.0,3.416
2.4,2.7,1.7,3.0,3.7,1.4,3.7,3.7,2.0,1.4,2.0,4.0,1.0,2.0,4.0,4.0,2.7,1.4,2.7,3.4,3.7,2.7,3.4,3.0,2.4,3.7,3.4,3.4,3.4,2.0,3.4,4.0,3.0,3.017
